transaction,account,amount,cur
101057,101102,14.18,EUR
101058,101101,19.28,USD
101059,101102,13.42,EUR
101060,101101,9.97,USD
101061,101101,7.94,USD
101062,101101,14.34,USD
101063,101102,13.03,EUR
101064,101101,0.84,USD
101065,101101,4.31,USD
101066,101101,16.92,USD
101067,101101,4.83,USD
101068,101101,0.34,USD
101069,101101,11.05,USD
101070,101101,8.88,USD
101071,101101,11.56,USD
101072,101102,7.28,EUR
101073,101101,11.36,USD
101074,101101,13.52,USD
101075,101102,12.19,EUR
101076,101101,11.10,USD
101077,101101,8.95,USD
101078,101101,16.27,USD
101079,101101,2.22,USD
101080,101101,10.08,USD
101081,101101,11.43,USD
101082,101101,4.35,USD
101083,101101,9.70,USD
101084,101101,9.97,USD
101085,101101,9.72,USD
101086,101101,13.29,USD
101087,101101,11.73,USD
101088,101101,7.11,USD
101089,101101,3.70,USD
101090,101101,14.17,USD
101091,101101,9.29,USD
101092,101101,8.66,USD
101093,101101,10.37,USD
101094,101102,4.38,EUR
101095,101102,16.36,EUR
101096,101102,13.81,EUR
101097,101101,-1.31,USD
101098,101101,12.86,USD
101099,101102,13.16,EUR
101100,101101,16.79,USD
101101,101102,16.36,EUR
101102,101102,8.15,EUR
101103,101101,21.31,USD
101104,101101,12.57,USD
101105,101101,8.72,USD
101106,101102,12.12,EUR
101107,101101,13.96,USD
101108,101101,10.47,USD
101109,101101,14.34,USD
101110,101102,13.33,EUR
101111,101101,7.49,USD
101112,101102,17.48,EUR
101113,101101,11.34,USD
101114,101101,5.56,USD
101115,101101,7.62,USD
101116,101101,4.92,USD
101117,101101,6.24,USD
101118,101102,0.09,EUR
101119,101102,11.11,EUR
101120,101101,9.07,USD
101121,101101,11.02,USD
101122,101101,9.30,USD
101123,101101,-5.08,USD
101124,101101,6.18,USD
101125,101102,18.75,EUR
101126,101101,11.90,USD
101127,101101,11.22,USD
101128,101102,12.08,EUR
101129,101102,7.65,EUR
101130,101102,15.01,EUR
101131,101102,1.60,EUR
101132,101101,5.83,USD
101133,101102,11.23,EUR
101134,101102,5.94,EUR
101135,101101,4.81,USD
101136,101101,16.66,USD
101137,101101,16.47,USD
101138,101101,17.13,USD
101139,101102,8.65,EUR
101140,101101,10.98,USD
101141,101101,3.86,USD
101142,101101,7.84,USD
101143,101101,10.82,USD
101144,101101,13.07,USD
101145,101101,8.46,USD
101146,101102,3.82,EUR
101147,101101,15.98,USD
101148,101101,14.04,USD
101149,101101,12.16,USD
101150,101101,9.38,USD
101151,101101,13.10,USD
101152,101101,12.89,USD
101153,101101,14.37,USD
101154,101101,9.26,USD
101155,101101,1.58,USD
101156,101101,7.56,USD
101157,101101,10.04,USD
101158,101102,9.14,EUR
101159,101101,10.59,USD
101160,101102,12.13,EUR
101161,101101,7.36,USD
101162,101101,1.49,USD
101163,101101,13.73,USD
101164,101101,17.79,USD
101165,101101,2.48,USD
101166,101101,6.61,USD
101167,101101,10.36,USD
101168,101101,5.89,USD
101169,101101,2.30,USD
101170,101101,9.95,USD
101171,101102,10.51,EUR
101172,101102,14.02,EUR
101173,101101,6.63,USD
101174,101102,9.85,EUR
101175,101101,5.93,USD
101176,101101,2.46,USD
101177,101101,11.06,USD
101178,101101,15.34,USD
101179,101101,8.15,USD
101180,101101,10.67,USD
101181,101101,15.81,USD
101182,101101,3.34,USD
101183,101101,9.97,USD
101184,101101,8.48,USD
101185,101101,16.62,USD
101186,101101,8.25,USD
101187,101101,12.13,USD
101188,101101,7.73,USD
101189,101101,2.46,USD
101190,101101,11.62,USD
101191,101101,9.58,USD
101192,101101,9.14,USD
101193,101101,12.26,USD
101194,101101,4.04,USD
101195,101101,12.59,USD
101196,101101,15.71,USD
101197,101102,11.30,EUR
101198,101101,13.23,USD
101199,101101,20.08,USD
101200,101101,11.32,USD
101201,101101,10.77,USD
101202,101101,6.47,USD
101203,101101,12.91,USD
101204,101101,10.44,USD
101205,101101,9.99,USD
101206,101101,6.29,USD
101207,101101,16.13,USD
101208,101101,5.87,USD
101209,101101,5.70,USD
101210,101101,5.63,USD
101211,101101,5.82,USD
101212,101101,15.56,USD
101213,101101,7.24,USD
101214,101101,12.59,USD
101215,101101,11.16,USD
101216,101101,10.41,USD
101217,101101,4.44,USD
101218,101101,11.49,USD
101219,101101,9.96,USD
101220,101101,3.48,USD
101221,101102,14.88,EUR
101222,101101,8.70,USD
101223,101101,1.44,USD
101224,101101,7.70,USD
101225,101101,9.60,USD
101226,101101,14.12,USD
101227,101101,3.25,USD
101228,101101,0.07,USD
101229,101101,7.26,USD
101230,101101,18.02,USD
101231,101101,16.40,USD
101232,101101,11.37,USD
101233,101101,4.61,USD
101234,101102,11.03,EUR
101235,101101,12.81,USD
101236,101101,5.15,USD
101237,101101,10.59,USD
101238,101102,4.43,EUR
101239,101102,8.79,EUR
101240,101101,16.40,USD
101241,101101,8.49,USD
101242,101101,7.91,USD
101243,101101,17.74,USD
101244,101101,12.40,USD
101245,101101,8.68,USD
101246,101101,10.69,USD
101247,101101,11.25,USD
101248,101101,8.24,USD
101249,101101,8.02,USD
101250,101102,6.06,EUR
101251,101101,8.05,USD
101252,101101,14.81,USD
101253,101101,8.81,USD
101254,101102,8.56,EUR
101255,101102,9.32,EUR
101256,101101,2.25,USD
101257,101101,7.76,USD
101258,101101,12.07,USD
101259,101101,9.59,USD
101260,101101,10.76,USD
101261,101101,12.08,USD
101262,101101,-2.47,USD
101263,101101,13.53,USD
101264,101101,18.10,USD
101265,101102,18.30,EUR
101266,101102,5.76,EUR
101267,101101,12.74,USD
101268,101101,12.20,USD
101269,101101,12.93,USD
101270,101101,4.57,USD
101271,101101,6.53,USD
101272,101101,8.26,USD
101273,101101,13.46,USD
101274,101101,8.48,USD
101275,101101,15.09,USD
101276,101102,9.77,EUR
101277,101101,8.73,USD
101278,101101,9.27,USD
101279,101101,4.69,USD
101280,101101,11.95,USD
101281,101101,11.16,USD
101282,101101,7.01,USD
101283,101101,11.26,USD
101284,101101,13.00,USD
101285,101101,8.44,USD
101286,101101,8.30,USD
101287,101101,11.18,USD
101288,101101,2.19,USD
101289,101101,15.54,USD
101290,101101,18.20,USD
101291,101101,9.73,USD
101292,101101,7.95,USD
101293,101101,5.05,USD
101294,101101,5.26,USD
101295,101101,11.19,USD
101296,101102,18.85,EUR
101297,101101,4.26,USD
101298,101101,2.77,USD
101299,101101,0.88,USD
101300,101101,12.33,USD
101301,101101,17.04,USD
101302,101101,3.61,USD
101303,101101,9.62,USD
101304,101101,3.62,USD
101305,101101,22.53,USD
101306,101101,10.44,USD
101307,101101,3.92,USD
101308,101102,6.39,EUR
101309,101101,12.33,USD
101310,101101,2.49,USD
101311,101101,7.07,USD
101312,101101,10.60,USD
101313,101101,15.05,USD
101314,101101,9.47,USD
101315,101101,17.58,USD
101316,101101,8.13,USD
101317,101101,19.74,USD
101318,101101,11.54,USD
101319,101101,14.42,USD
101320,101102,8.85,EUR
101321,101101,10.44,USD
101322,101101,-0.02,USD
101323,101101,17.74,USD
101324,101101,7.49,USD
101325,101102,15.19,EUR
101326,101101,27.73,USD
101327,101101,11.88,USD
101328,101101,13.03,USD
101329,101101,9.86,USD
101330,101101,17.21,USD
101331,101102,10.81,EUR
101332,101101,17.54,USD
101333,101101,15.45,USD
101334,101101,6.95,USD
101335,101101,5.60,USD
101336,101101,7.63,USD
101337,101101,3.34,USD
101338,101101,13.41,USD
101339,101101,6.68,USD
101340,101101,13.45,USD
101341,101102,13.84,EUR
101342,101101,7.46,USD
101343,101101,9.80,USD
101344,101101,13.00,USD
101345,101101,9.10,USD
101346,101102,11.21,EUR
101347,101101,2.58,USD
101348,101101,14.42,USD
101349,101101,10.18,USD
101350,101102,8.54,EUR
101351,101101,21.98,USD
101352,101101,10.80,USD
101353,101101,7.89,USD
101354,101101,5.90,USD
101355,101101,6.95,USD
101356,101101,14.35,USD
101357,101101,5.10,USD
101358,101101,14.47,USD
101359,101101,16.96,USD
101360,101102,9.47,EUR
101361,101102,6.66,EUR
101362,101101,15.50,USD
101363,101101,8.63,USD
101364,101101,8.50,USD
101365,101102,3.71,EUR
101366,101101,1.41,USD
101367,101101,9.72,USD
101368,101101,9.95,USD
101369,101101,10.24,USD
101370,101101,9.27,USD
101371,101101,10.69,USD
101372,101102,14.97,EUR
101373,101101,20.03,USD
101374,101102,17.90,EUR
101375,101101,9.25,USD
101376,101101,6.80,USD
101377,101101,11.35,USD
101378,101101,9.59,USD
101379,101102,7.36,EUR
101380,101102,15.69,EUR
101381,101102,10.22,EUR
101382,101102,7.86,EUR
101383,101101,12.81,USD
101384,101101,7.00,USD
101385,101101,13.72,USD
101386,101101,12.97,USD
101387,101101,1.80,USD
101388,101102,11.20,EUR
101389,101101,11.32,USD
101390,101101,9.56,USD
101391,101101,12.04,USD
101392,101101,6.31,USD
101393,101102,10.53,EUR
101394,101101,13.82,USD
101395,101102,12.56,EUR
101396,101101,1.41,USD
101397,101102,8.57,EUR
101398,101101,6.03,USD
101399,101101,9.60,USD
101400,101101,1.24,USD
101401,101102,8.39,EUR
101402,101101,5.58,USD
101403,101101,13.22,USD
101404,101101,13.87,USD
101405,101101,11.24,USD
101406,101101,13.25,USD
101407,101101,15.67,USD
101408,101101,15.92,USD
101409,101102,8.22,EUR
101410,101101,9.72,USD
101411,101101,13.23,USD
101412,101102,14.94,EUR
101413,101101,20.83,USD
101414,101101,4.13,USD
101415,101101,18.16,USD
101416,101102,1.95,EUR
101417,101102,14.71,EUR
101418,101101,13.58,USD
101419,101101,10.17,USD
101420,101101,2.68,USD
101421,101101,1.57,USD
101422,101101,7.48,USD
101423,101101,19.25,USD
101424,101102,22.65,EUR
101425,101101,4.84,USD
101426,101101,11.97,USD
101427,101101,14.75,USD
101428,101101,8.22,USD
101429,101101,15.04,USD
101430,101101,15.73,USD
101431,101101,10.70,USD
101432,101102,12.65,EUR
101433,101102,2.73,EUR
101434,101102,8.68,EUR
101435,101101,11.48,USD
101436,101101,4.64,USD
101437,101102,10.48,EUR
101438,101101,6.38,USD
101439,101101,14.40,USD
101440,101101,17.57,USD
101441,101101,16.34,USD
101442,101101,15.09,USD
101443,101102,6.61,EUR
101444,101101,13.05,USD
101445,101101,13.63,USD
101446,101101,4.31,USD
101447,101101,17.88,USD
101448,101101,14.63,USD
101449,101101,15.43,USD
101450,101101,10.62,USD
101451,101101,11.85,USD
101452,101102,10.93,EUR
101453,101101,-1.46,USD
101454,101101,11.89,USD
101455,101101,20.03,USD
101456,101101,12.35,USD
101457,101101,15.14,USD
101458,101101,10.46,USD
101459,101101,17.82,USD
101460,101101,11.69,USD
101461,101101,13.62,USD
101462,101101,13.99,USD
101463,101101,1.51,USD
101464,101101,14.13,USD
101465,101101,14.05,USD
101466,101101,9.68,USD
101467,101102,12.95,EUR
101468,101102,10.92,EUR
101469,101101,13.74,USD
101470,101101,5.29,USD
101471,101101,12.69,USD
101472,101101,14.74,USD
101473,101101,8.91,USD
101474,101101,13.88,USD
101475,101101,4.79,USD
101476,101101,9.09,USD
101477,101101,3.56,USD
101478,101101,14.91,USD
101479,101101,8.33,USD
101480,101102,12.81,EUR
101481,101101,6.08,USD
101482,101101,11.10,USD
101483,101101,15.96,USD
101484,101101,10.21,USD
101485,101101,10.73,USD
101486,101101,9.93,USD
101487,101102,6.65,EUR
101488,101101,15.82,USD
101489,101101,7.24,USD
101490,101101,5.33,USD
101491,101101,24.37,USD
101492,101101,9.25,USD
101493,101102,13.09,EUR
101494,101101,12.85,USD
101495,101101,1.42,USD
101496,101101,6.74,USD
101497,101101,14.92,USD
101498,101101,11.16,USD
101499,101101,8.99,USD
101500,101102,10.98,EUR
101501,101101,13.01,USD
101502,101102,5.58,EUR
101503,101102,22.01,EUR
101504,101101,4.16,USD
101505,101101,18.28,USD
101506,101101,11.48,USD
101507,101101,14.33,USD
101508,101101,4.60,USD
101509,101101,12.91,USD
101510,101101,12.43,USD
101511,101101,8.77,USD
101512,101101,12.49,USD
101513,101102,5.66,EUR
101514,101102,16.86,EUR
101515,101101,13.10,USD
101516,101101,10.78,USD
101517,101101,18.38,USD
101518,101101,10.11,USD
101519,101102,5.44,EUR
101520,101101,7.96,USD
101521,101102,7.90,EUR
101522,101101,14.00,USD
101523,101101,11.25,USD
101524,101101,15.20,USD
101525,101101,6.50,USD
101526,101101,22.54,USD
101527,101101,12.60,USD
101528,101101,9.44,USD
101529,101101,7.46,USD
101530,101101,6.86,USD
101531,101101,18.06,USD
101532,101101,10.63,USD
101533,101101,9.22,USD
101534,101101,6.36,USD
101535,101101,9.92,USD
101536,101102,10.00,EUR
101537,101101,12.19,USD
101538,101101,17.35,USD
101539,101101,7.94,USD
101540,101101,13.66,USD
101541,101101,-1.15,USD
101542,101101,6.38,USD
101543,101101,3.61,USD
101544,101102,21.63,EUR
101545,101101,4.41,USD
101546,101101,6.80,USD
101547,101101,7.95,USD
101548,101101,7.70,USD
101549,101102,10.22,EUR
101550,101102,16.46,EUR
101551,101101,9.07,USD
101552,101102,13.05,EUR
101553,101102,3.35,EUR
101554,101101,9.30,USD
101555,101101,10.78,USD
101556,101102,14.20,EUR
101557,101101,15.77,USD
101558,101102,10.04,EUR
101559,101101,17.14,USD
101560,101101,1.48,USD
101561,101102,5.94,EUR
101562,101101,8.43,USD
101563,101101,12.03,USD
101564,101101,16.53,USD
101565,101101,10.62,USD
101566,101101,14.55,USD
101567,101101,-2.12,USD
101568,101101,-0.95,USD
101569,101101,21.62,USD
101570,101102,3.08,EUR
101571,101101,7.76,USD
101572,101101,9.65,USD
101573,101101,14.37,USD
101574,101101,2.68,USD
101575,101101,8.15,USD
101576,101101,13.16,USD
101577,101101,6.79,USD
101578,101101,3.49,USD
101579,101101,7.21,USD
101580,101101,13.44,USD
101581,101101,3.75,USD
101582,101101,13.24,USD
101583,101102,4.26,EUR
101584,101101,4.39,USD
101585,101102,2.39,EUR
101586,101101,2.45,USD
101587,101101,0.27,USD
101588,101101,14.91,USD
101589,101102,10.87,EUR
101590,101101,8.78,USD
101591,101101,11.15,USD
101592,101101,15.36,USD
101593,101101,4.52,USD
101594,101102,17.40,EUR
101595,101101,10.56,USD
101596,101101,10.72,USD
101597,101102,7.25,EUR
101598,101101,5.65,USD
101599,101101,7.66,USD
101600,101101,6.76,USD
101601,101102,8.76,EUR
101602,101101,9.69,USD
101603,101101,3.52,USD
101604,101101,12.26,USD
101605,101101,3.24,USD
101606,101102,5.98,EUR
101607,101101,10.17,USD
101608,101101,10.15,USD
101609,101101,10.89,USD
101610,101101,5.28,USD
101611,101101,15.15,USD
101612,101101,9.14,USD
101613,101102,5.72,EUR
101614,101101,11.04,USD
101615,101102,11.63,EUR
101616,101101,8.55,USD
101617,101101,7.51,USD
101618,101101,11.51,USD
101619,101101,10.91,USD
101620,101102,11.11,EUR
101621,101101,9.24,USD
101622,101101,14.45,USD
101623,101101,17.77,USD
101624,101101,1.75,USD
101625,101101,1.70,USD
101626,101101,10.17,USD
101627,101102,10.39,EUR
101628,101101,13.46,USD
101629,101101,10.03,USD
101630,101101,3.94,USD
101631,101101,3.42,USD
101632,101101,2.58,USD
101633,101101,-0.81,USD
101634,101102,14.11,EUR
101635,101101,10.46,USD
101636,101101,17.49,USD
101637,101102,4.64,EUR
101638,101102,7.25,EUR
101639,101101,16.02,USD
101640,101101,10.00,USD
101641,101101,5.52,USD
101642,101101,13.19,USD
101643,101101,10.23,USD
101644,101101,11.96,USD
101645,101101,0.75,USD
101646,101101,11.75,USD
101647,101101,16.10,USD
101648,101101,17.45,USD
101649,101101,11.28,USD
101650,101101,-0.94,USD
101651,101101,17.46,USD
101652,101102,14.34,EUR
101653,101102,13.11,EUR
101654,101101,12.70,USD
101655,101101,-0.20,USD
101656,101101,1.08,USD
101657,101101,4.47,USD
101658,101101,-0.16,USD
101659,101101,18.08,USD
101660,101101,7.50,USD
101661,101101,9.71,USD
101662,101101,13.06,USD
101663,101101,10.53,USD
101664,101101,9.37,USD
101665,101101,3.12,USD
101666,101101,7.15,USD
101667,101101,12.33,USD
101668,101101,2.69,USD
101669,101101,13.52,USD
101670,101101,11.64,USD
101671,101101,9.21,USD
101672,101101,5.39,USD
101673,101101,9.58,USD
101674,101101,12.41,USD
101675,101102,17.25,EUR
101676,101101,18.01,USD
101677,101101,12.35,USD
101678,101102,3.72,EUR
101679,101102,5.89,EUR
101680,101101,4.76,USD
101681,101101,6.64,USD
101682,101101,8.89,USD
101683,101102,15.66,EUR
101684,101102,-0.24,EUR
101685,101101,9.84,USD
101686,101101,13.12,USD
101687,101102,9.59,EUR
101688,101101,15.48,USD
101689,101101,11.25,USD
101690,101101,3.16,USD
101691,101101,2.72,USD
101692,101101,8.67,USD
101693,101101,3.07,USD
101694,101101,3.18,USD
101695,101101,6.01,USD
101696,101101,8.10,USD
101697,101101,13.30,USD
101698,101102,10.06,EUR
101699,101101,21.55,USD
101700,101101,13.53,USD
101701,101101,4.52,USD
101702,101102,12.83,EUR
101703,101101,13.37,USD
101704,101101,11.45,USD
101705,101101,10.16,USD
101706,101101,7.49,USD
101707,101101,1.08,USD
101708,101101,15.45,USD
101709,101101,13.35,USD
101710,101101,5.02,USD
101711,101102,8.78,EUR
101712,101102,2.81,EUR
101713,101101,5.75,USD
101714,101102,20.14,EUR
101715,101101,10.44,USD
101716,101101,-1.25,USD
101717,101101,8.98,USD
101718,101101,6.54,USD
101719,101102,8.83,EUR
101720,101101,8.78,USD
101721,101101,-0.46,USD
101722,101101,20.80,USD
101723,101102,4.97,EUR
101724,101101,12.80,USD
101725,101102,2.11,EUR
101726,101102,13.04,EUR
101727,101102,15.52,EUR
101728,101101,12.04,USD
101729,101101,15.40,USD
101730,101101,6.25,USD
101731,101101,4.44,USD
101732,101102,15.15,EUR
101733,101102,19.12,EUR
101734,101101,13.74,USD
101735,101101,14.89,USD
101736,101101,8.87,USD
101737,101101,12.23,USD
101738,101102,7.82,EUR
101739,101101,10.32,USD
101740,101101,11.76,USD
101741,101101,12.62,USD
101742,101101,9.39,USD
101743,101101,8.16,USD
101744,101101,6.17,USD
101745,101101,5.09,USD
101746,101101,13.91,USD
101747,101101,14.48,USD
101748,101101,17.13,USD
101749,101101,21.52,USD
101750,101101,5.51,USD
101751,101101,14.69,USD
101752,101101,16.26,USD
101753,101102,7.92,EUR
101754,101101,7.19,USD
101755,101101,20.54,USD
101756,101101,10.20,USD
101757,101102,6.74,EUR
101758,101101,13.22,USD
101759,101102,7.80,EUR
101760,101101,20.75,USD
101761,101101,7.06,USD
101762,101101,14.07,USD
101763,101102,10.04,EUR
101764,101101,8.87,USD
101765,101101,2.50,USD
101766,101101,11.28,USD
101767,101101,11.52,USD
101768,101101,9.63,USD
101769,101101,6.28,USD
101770,101102,1.67,EUR
101771,101101,15.92,USD
101772,101101,10.06,USD
101773,101101,11.32,USD
101774,101101,8.78,USD
101775,101101,6.90,USD
101776,101101,7.79,USD
101777,101102,8.35,EUR
101778,101101,4.87,USD
101779,101101,11.96,USD
101780,101102,4.58,EUR
101781,101102,9.28,EUR
101782,101101,13.79,USD
101783,101101,17.47,USD
101784,101101,15.78,USD
101785,101102,17.68,EUR
101786,101101,4.29,USD
101787,101101,20.39,USD
101788,101101,6.99,USD
101789,101101,20.40,USD
101790,101101,7.72,USD
101791,101101,15.33,USD
101792,101101,12.26,USD
101793,101101,1.39,USD
101794,101101,1.28,USD
101795,101101,8.29,USD
101796,101101,9.25,USD
101797,101101,17.23,USD
101798,101102,10.22,EUR
101799,101101,12.54,USD
101800,101101,14.39,USD
101801,101102,10.03,EUR
101802,101101,14.92,USD
101803,101101,10.35,USD
101804,101101,9.57,USD
101805,101101,15.95,USD
101806,101102,5.49,EUR
101807,101101,8.87,USD
101808,101102,2.22,EUR
101809,101102,2.41,EUR
101810,101101,8.02,USD
101811,101101,4.71,USD
101812,101101,18.48,USD
101813,101101,9.96,USD
101814,101101,14.08,USD
101815,101102,10.25,EUR
101816,101102,10.78,EUR
101817,101102,4.78,EUR
101818,101101,5.39,USD
101819,101101,7.96,USD
101820,101101,13.54,USD
101821,101101,4.23,USD
101822,101102,10.32,EUR
101823,101101,2.26,USD
101824,101101,2.51,USD
101825,101101,11.59,USD
101826,101102,7.84,EUR
101827,101101,10.61,USD
101828,101101,19.19,USD
101829,101101,12.72,USD
101830,101101,5.68,USD
101831,101102,11.19,EUR
101832,101101,12.82,USD
101833,101101,8.80,USD
101834,101101,8.53,USD
101835,101101,18.00,USD
101836,101102,6.17,EUR
101837,101101,8.48,USD
101838,101101,3.76,USD
101839,101101,9.00,USD
101840,101101,13.74,USD
101841,101101,11.19,USD
101842,101101,16.33,USD
101843,101102,11.78,EUR
101844,101102,7.56,EUR
101845,101102,10.98,EUR
101846,101101,-4.33,USD
101847,101101,2.69,USD
101848,101101,11.13,USD
101849,101101,17.60,USD
101850,101101,9.56,USD
101851,101101,15.61,USD
101852,101101,7.41,USD
101853,101101,3.49,USD
101854,101101,10.69,USD
101855,101101,9.10,USD
101856,101101,16.14,USD
101857,101101,8.06,USD
101858,101101,19.78,USD
101859,101101,10.47,USD
101860,101101,9.81,USD
101861,101101,8.51,USD
101862,101101,12.00,USD
101863,101101,7.60,USD
101864,101101,12.04,USD
101865,101102,7.48,EUR
101866,101101,7.70,USD
101867,101101,5.74,USD
101868,101102,14.29,EUR
101869,101101,5.85,USD
101870,101101,15.16,USD
101871,101101,13.17,USD
101872,101101,14.32,USD
101873,101101,15.13,USD
101874,101101,16.50,USD
101875,101101,8.70,USD
101876,101101,1.52,USD
101877,101102,14.06,EUR
101878,101102,6.83,EUR
101879,101101,13.74,USD
101880,101101,19.22,USD
101881,101102,5.19,EUR
101882,101101,8.86,USD
101883,101101,13.21,USD
101884,101101,14.85,USD
101885,101101,9.74,USD
101886,101101,12.85,USD
101887,101101,3.14,USD
101888,101102,11.10,EUR
101889,101101,5.82,USD
101890,101101,13.13,USD
101891,101101,8.90,USD
101892,101102,13.74,EUR
101893,101101,10.99,USD
101894,101101,4.52,USD
101895,101102,13.60,EUR
101896,101101,25.72,USD
101897,101101,14.11,USD
101898,101101,5.35,USD
101899,101101,17.18,USD
101900,101101,5.41,USD
101901,101101,8.72,USD
101902,101101,6.67,USD
101903,101101,13.39,USD
101904,101101,18.98,USD
101905,101101,11.00,USD
101906,101101,10.08,USD
101907,101101,8.07,USD
101908,101101,22.06,USD
101909,101101,5.09,USD
101910,101101,8.37,USD
101911,101101,9.57,USD
